Company_Name,Stock_Code,Day,WeekDay,Week,Month,Month_Name,Quarter,Opening_Value,Highest_Value,Lowest_Value,Closing_Value,Volume,Daily_Closing_Variation,Year
Microsoft,MSFT,2024-05-17,Friday,20,5,May,2,422.54,422.92,418.025,420.21,15352239,-0.18527756003706253,2024
Microsoft,MSFT,2024-05-16,Thursday,20,5,May,2,421.8,425.42,420.35,420.99,17530050,-0.49399640729885014,2024
Microsoft,MSFT,2024-05-15,Wednesday,20,5,May,2,417.9,423.81,417.27,423.08,22239533,1.5652006913769883,2024
Microsoft,MSFT,2024-05-14,Tuesday,20,5,May,2,412.02,417.49,411.55,416.56,15109306,0.6864546069805605,2024
Microsoft,MSFT,2024-05-13,Monday,20,5,May,2,418.01,418.348,410.82,413.72,15440226,-0.2459372136760336,2024
Microsoft,MSFT,2024-05-10,Friday,19,5,May,2,412.935,415.38,411.8,414.74,13402281,0.5869227784245286,2024
Microsoft,MSFT,2024-05-09,Thursday,19,5,May,2,410.57,412.72,409.1,412.32,14689727,0.43357529108003423,2024
Microsoft,MSFT,2024-05-08,Wednesday,19,5,May,2,408.17,412.23,406.7132,410.54,11792308,0.29315483461182523,2024
Microsoft,MSFT,2024-05-07,Tuesday,19,5,May,2,414.66,414.67,409.09,409.34,20018228,-1.0156212216472518,2024
Microsoft,MSFT,2024-05-06,Monday,19,5,May,2,408.76,413.93,406.3701,413.54,16996639,1.691831013623173,2024
Microsoft,MSFT,2024-05-03,Friday,18,5,May,2,402.28,407.15,401.86,406.66,17446724,2.216971646893236,2024
Microsoft,MSFT,2024-05-02,Thursday,18,5,May,2,397.66,399.93,394.6515,397.84,17709364,0.7342887527219266,2024
Microsoft,MSFT,2024-05-01,Wednesday,18,5,May,2,392.61,401.7199,390.31,394.94,23562481,1.440936994323585,2024
Microsoft,MSFT,2024-04-30,Tuesday,18,4,April,2,401.49,402.16,389.17,389.33,28781374,-3.211932877563708,2024
Microsoft,MSFT,2024-04-29,Monday,18,4,April,2,405.25,406.32,399.19,402.25,19582091,-1.0016735577869644,2024
Microsoft,MSFT,2024-04-26,Friday,17,4,April,2,412.17,413.0,405.7601,406.32,29694654,1.8243785084202016,2024
Microsoft,MSFT,2024-04-25,Thursday,17,4,April,2,394.03,399.8899,388.03,399.04,40586450,-2.449518408057493,2024
Microsoft,MSFT,2024-04-24,Wednesday,17,4,April,2,409.56,412.47,406.78,409.06,15065330,0.36558137252496725,2024
Microsoft,MSFT,2024-04-23,Tuesday,17,4,April,2,404.235,408.2,403.06,407.57,15734501,1.6485434956105383,2024
Microsoft,MSFT,2024-04-22,Monday,17,4,April,2,400.08,402.85,395.75,400.96,20286875,0.4610142313088732,2024
Microsoft,MSFT,2024-04-19,Friday,16,4,April,2,404.03,405.48,397.77,399.12,30565789,-1.2739011056966822,2024
Microsoft,MSFT,2024-04-18,Thursday,16,4,April,2,410.63,411.89,403.95,404.27,21029917,-1.8380924630924615,2024
Microsoft,MSFT,2024-04-17,Wednesday,16,4,April,2,417.25,418.88,410.33,411.84,15855485,-0.6609098364609989,2024
Microsoft,MSFT,2024-04-16,Tuesday,16,4,April,2,414.57,418.4,413.7301,414.58,16765616,0.2272507494439604,2024
Microsoft,MSFT,2024-04-15,Monday,16,4,April,2,426.6,426.82,413.43,413.64,20273538,-1.9578099075610316,2024
Microsoft,MSFT,2024-04-12,Friday,15,4,April,2,424.05,425.1794,419.77,421.9,19253750,-1.4091089664197485,2024
Microsoft,MSFT,2024-04-11,Thursday,15,4,April,2,425.82,429.37,422.36,427.93,17966423,1.103340736190525,2024
Microsoft,MSFT,2024-04-10,Wednesday,15,4,April,2,422.19,424.03,419.7,423.26,16216581,-0.7084545369240832,2024
Microsoft,MSFT,2024-04-09,Tuesday,15,4,April,2,426.44,427.74,421.62,426.28,12468710,0.39803104171082637,2024
Microsoft,MSFT,2024-04-08,Monday,15,4,April,2,425.17,427.28,423.3,424.59,14248192,-0.2185561195713496,2024
Microsoft,MSFT,2024-04-05,Friday,14,4,April,2,420.01,426.51,418.32,425.52,16526878,1.8282760601129477,2024
Microsoft,MSFT,2024-04-04,Thursday,14,4,April,2,424.99,428.67,417.57,417.88,19290884,-0.6112498513497427,2024
